Chromosome Position NCPscore Ratio
chrII 184610 1.584 0.80596
chrII 184618 1.781 0.9091
chrII 184685 1.631 0.71062
chrII 184705 4.818 2.25471
chrII 184712 1.369 0.56958
chrII 184713 6.759 2.81958
chrII 184723 2.678 1.05396
chrII 184733 1.95 0.72823
chrII 184784 2.024 0.82546
chrII 184793 1.25 0.51249
chrII 184844 1.464 0.6141
chrII 184852 1.194 0.49822
chrII 184885 1.399 0.56121
chrII 184887 4.992 1.95408
chrII 184893 1.625 0.60818
chrII 184935 1.01 0.49644
chrII 185027 2.91 1.36629
chrII 185038 3.23 1.38312
chrII 185108 2.323 0.88544
chrII 185140 1.166 0.51267
chrII 185239 1.572 0.54389
chrII 185248 2.236 0.7645
chrII 185262 1.341 0.52483
chrII 185269 3.058 1.26479
chrII 185278 3.226 1.30125
chrII 185389 2.857 0.83759
chrII 185420 3.986 1.25145
chrII 185422 2.627 0.8486
chrII 185428 1.483 0.51542
chrII 185443 2.603 0.95236
chrII 185530 1.485 0.59722
chrII 185542 2.299 0.90492
chrII 185562 1.426 0.66752
chrII 185563 1.136 0.53843
chrII 185570 2.689 1.26651
chrII 185580 0.993 0.5575
chrII 185593 1.483 1.01181
chrII 185600 2.301 1.76818
chrII 185609 0.8 0.68672
chrII 185610 0.861 0.74795
chrII 185743 0.662 0.61991
chrII 185750 0.539 0.49157
chrII 185751 0.543 0.48946
chrII 185761 0.791 0.7215
chrII 185867 0.605 0.58503
chrII 185873 0.702 0.67419
chrII 185888 0.587 0.59555
chrII 185939 1.159 0.90022
chrII 185963 0.752 0.56046
chrII 185968 0.64 0.49456
chrII 185982 1.192 0.89714
chrII 185986 3.079 2.24762
chrII 185997 1.108 0.78122
chrII 186008 0.672 0.50609
chrII 186019 1.288 1.08732
chrII 186050 0.805 0.68298
chrII 186122 0.681 0.50713
chrII 186134 9.139 6.50841
chrII 186142 5.36 3.78083
chrII 186154 1.576 0.98305
chrII 186157 1.897 1.18355
chrII 186160 4.657 2.86877
chrII 186203 0.793 0.57907
chrII 186271 1.067 0.85557
chrII 186274 1.274 1.05074
chrII 186286 2.969 2.8151
chrII 186287 1.108 1.07089
chrII 186288 0.809 0.77189
chrII 186293 1.694 1.80527
chrII 186294 2.751 2.99713
chrII 186303 6.428 7.00343
chrII 186315 2.661 2.71669
chrII 186317 1.198 1.21488
chrII 186323 1.052 1.11333
chrII 186434 0.366 0.52882
chrII 186439 0.398 0.55931
chrII 186445 1.177 1.8096
chrII 186446 0.622 0.94601
chrII 186456 1.163 1.99754
chrII 186461 0.526 0.9364
chrII 186463 0.471 0.84977
chrII 186468 1.771 3.07865
chrII 186482 0.483 0.89326
chrII 186484 0.443 0.78832
chrII 186754 1.862 0.97424
chrII 186771 2.407 0.99
chrII 186784 2.95 1.18665
chrII 186785 1.194 0.48275
chrII 186904 1.626 0.62159
chrII 186929 4.474 1.79955
chrII 186955 3.926 1.40485
chrII 186968 1.585 0.49326
chrII 186976 3.084 0.96197
chrII 187072 2.503 1.14553
chrII 187090 1.593 0.76278
chrII 187112 1.57 0.75657
chrII 187116 2.239 1.0787
chrII 187121 2.234 1.07296
chrII 187122 1.114 0.53496
chrII 187155 0.924 0.58371
chrII 187214 1.183 0.73208
chrII 187243 1.151 0.7744
chrII 187257 1.434 0.98727
chrII 187285 1.841 1.25573
chrII 187292 0.708 0.49946
chrII 187350 0.596 0.49443
chrII 187411 0.78 0.65815
chrII 187414 2.904 2.42295
chrII 187435 1.862 1.40891
chrII 187449 0.767 0.52596
chrII 187459 4.184 2.64439
chrII 187462 1.096 0.68356
chrII 187473 2.573 1.62603
chrII 187493 0.81 0.64957
chrII 187599 1.291 0.88479
chrII 187622 6.778 6.10868
chrII 187630 1.384 1.32929
chrII 187665 0.933 1.15439
chrII 187666 0.514 0.64719
chrII 187714 0.407 0.65373
chrII 187724 0.495 0.74572
chrII 187747 0.52 0.67812
chrII 187748 0.513 0.65691
chrII 187768 1.229 1.15795
chrII 187775 0.863 0.70764
chrII 187796 2.191 1.9157
chrII 187805 1.977 1.59445
chrII 187809 0.804 0.59858
chrII 187815 1.049 0.75045
chrII 187820 2.057 1.43675
chrII 187822 0.897 0.62942
chrII 187875 0.894 0.7373
chrII 187884 1.118 0.91672
chrII 187896 0.853 0.68766
chrII 187916 0.741 0.50294
chrII 187947 2.835 1.45751
chrII 187959 1.267 0.69301
chrII 187967 2.007 1.09324
chrII 187969 1.898 1.01155
chrII 187979 1.985 0.9993
chrII 187980 1.403 0.70399
chrII 188002 1.585 0.79251
chrII 188050 1.004 0.5182
chrII 188086 1.974 0.80974
chrII 188087 1.827 0.75553
chrII 188113 2.88 1.07257
chrII 188120 1.297 0.48928
chrII 188257 5.257 2.05769
chrII 188266 3.138 1.25846
chrII 188284 1.822 0.78231
chrII 188326 1.684 0.85971
chrII 188366 2.193 1.33936
chrII 188388 1.17 0.6701
chrII 188399 0.893 0.50734
chrII 188408 3.268 1.81428
chrII 188443 1.232 0.66883
chrII 188480 1.021 0.67436
chrII 188511 1.202 0.82774
chrII 188533 0.889 0.60938
chrII 188584 2.282 1.00982
chrII 188632 3.353 1.574
chrII 188790 1.436 0.56666
chrII 188799 1.992 0.70919
chrII 188877 3.407 1.41728
chrII 188898 1.545 0.61983
chrII 188906 3.242 1.30744
chrII 188937 3.632 1.19687
chrII 188945 1.815 0.59962
chrII 188958 2.658 0.85289
chrII 188963 2.691 0.82032
chrII 189041 2.424 0.5174
chrII 189070 2.816 0.4995
chrII 189076 4.56 0.8119
chrII 189106 2.964 0.56344
chrII 189136 5.187 1.03733
chrII 189238 5.098 1.50681
chrII 189298 5.114 2.46427
chrII 189377 0.785 0.50736
chrII 189390 1.088 0.72538
chrII 189482 2.436 1.16993
chrII 189490 2.279 1.07003
chrII 189499 1.864 0.85872
chrII 189548 1.579 0.66637
chrII 189559 1.57 0.67226
chrII 189597 1.632 0.61396
chrII 189640 5.1 1.60829
chrII 189683 2.512 0.63012
chrII 189692 2.094 0.486
chrII 189802 3.639 0.98767
chrII 189811 2.57 0.71753
chrII 189841 2.017 0.5444
chrII 189892 2.541 0.62664
chrII 189951 1.529 0.58444
chrII 189991 1.566 0.62295
chrII 190049 2.794 1.10254
chrII 190069 8.238 3.16514
chrII 190086 1.562 0.56444
chrII 190116 1.664 0.5376
chrII 190218 2.129 0.68465
chrII 190247 3.903 1.05733
chrII 190270 2.974 0.87013
chrII 190303 1.87 0.60397
chrII 190367 1.872 0.64774
chrII 190406 2.204 0.8046
chrII 190419 1.393 0.51612
chrII 190425 1.322 0.50807
chrII 190447 4.568 2.05196
chrII 190450 1.105 0.50718
chrII 190456 3.035 1.36321
chrII 190468 2.471 1.21458
chrII 190525 1.27 0.78586
chrII 190549 1.259 0.76923
chrII 190565 1.114 0.55699
chrII 190570 2.96 1.38497
chrII 190598 4.094 1.74256
chrII 190608 1.131 0.48445
chrII 190618 3.389 1.30907
chrII 190700 2.246 0.76623
chrII 190705 1.575 0.56655
chrII 190781 2.57 1.06887
chrII 190842 1.364 0.53381
chrII 190871 3.837 1.53882
chrII 190882 2.786 1.16887
chrII 190902 1.886 0.93044
chrII 190913 1.889 0.91918
chrII 190917 0.975 0.47919
chrII 190924 0.964 0.50826
chrII 190985 0.772 0.48359
chrII 190986 1.105 0.69211
chrII 191037 1.513 0.70579
chrII 191046 1.702 0.77429
chrII 191047 1.086 0.48929
chrII 191055 2.714 1.26594
chrII 191056 4.786 2.22537
chrII 191076 2.89 1.29848
chrII 191137 1.626 0.8331
chrII 191195 1.328 0.61539
chrII 191218 1.176 0.53304
chrII 191220 1.75 0.80083
chrII 191227 1.336 0.65878
chrII 191245 3.035 1.73778
chrII 191246 2.788 1.59607
chrII 191257 1.253 0.76565
chrII 191267 0.852 0.53619
chrII 191278 1.159 0.8094
chrII 191284 0.751 0.53753
chrII 191347 1.03 0.6711
chrII 191353 0.9 0.57907
chrII 191359 1.466 0.96005
chrII 191380 1.273 0.6215
chrII 191419 2.821 1.05086
chrII 191436 1.735 0.73016
chrII 191545 1.866 1.04405
chrII 191547 1.042 0.59674
chrII 191554 0.919 0.54534
chrII 191585 1.151 0.76391
chrII 191597 0.747 0.56508
chrII 191707 0.335 0.58223
chrII 191714 0.516 0.9783
chrII 191720 0.612 1.17616
chrII 191721 0.468 0.92382
chrII 191723 0.346 0.69141
chrII 191725 0.296 0.58438
chrII 191727 1.015 1.97526
chrII 191729 0.516 1.01745
chrII 191733 0.376 0.75219
chrII 191826 0.317 0.63462
chrII 191976 0.903 0.65282
chrII 191977 1.129 0.82437
chrII 191986 0.782 0.58231
chrII 192139 0.955 0.72233
chrII 192149 1.253 1.03957
chrII 192158 0.805 0.71683
chrII 192304 0.261 0.52256
chrII 192369 0.918 1.21906
chrII 192373 1.012 1.33098
chrII 192382 1.289 1.71109
chrII 192390 0.769 0.92759
chrII 192399 1.611 1.80937
chrII 192413 1.026 0.89157
chrII 192537 1.938 0.99278
chrII 192545 1.149 0.5557
chrII 192566 5.458 2.43678
chrII 192569 2.04 0.88649
chrII 192638 1.746 0.85832
chrII 192719 5.728 1.89217
chrII 192727 6.497 2.00966
chrII 192872 12.216 3.29052
chrII 192873 2.838 0.78038
chrII 192885 2.124 0.59054
chrII 192891 2.64 0.69697
chrII 192892 6.391 1.66914
chrII 192912 2.595 0.55465
chrII 192923 2.492 0.52816
chrII 193031 3.577 0.73753
chrII 193034 8.184 1.69973
chrII 193035 3.243 0.67738
chrII 193042 3.896 0.80225
chrII 193051 4.928 1.03076
chrII 193052 3.764 0.78278
chrII 193170 3.72 0.74806
chrII 193179 4.382 0.861
chrII 193193 2.881 0.60516
chrII 193200 12.807 2.83314
chrII 193203 2.456 0.56377
chrII 193299 2.62 0.73856
chrII 193337 1.93 0.49617
chrII 193350 10.204 2.52942
chrII 193351 2.005 0.49791
chrII 193361 5.838 1.50331
chrII 193372 2.625 0.72865
chrII 193479 1.536 0.50857
chrII 193502 1.984 0.73161
chrII 193508 1.218 0.48323
chrII 193510 2.565 1.0344
chrII 193513 2.418 0.95652
chrII 193522 2.154 0.896
chrII 193542 1.228 0.62278
chrII 193648 1.09 1.06758
chrII 193650 0.486 0.4889
chrII 193653 0.553 0.57283
chrII 193657 0.534 0.5448
chrII 193660 0.554 0.56187
chrII 193747 0.68 0.60518
chrII 193757 0.996 0.92665
chrII 193960 2.287 0.52264
chrII 194162 1.446 0.66173
chrII 194181 2.292 0.98728
chrII 194292 1.824 0.72563
chrII 194586 2.185 0.51529
chrII 194604 2.576 0.59136
chrII 194635 2.005 0.5154
chrII 194645 2.884 0.73996
chrII 194738 1.739 0.48256
chrII 194795 2.26 0.66269
chrII 194796 1.805 0.52918
chrII 194806 2.276 0.65551
chrII 194807 7.818 2.26028
chrII 194958 3.811 1.37717
chrII 194965 2.274 0.80183
chrII 194966 9.407 3.29368
chrII 194967 4.335 1.5071
chrII 195109 2.63 1.01307
chrII 195160 1.73 0.71545
chrII 195257 3.539 1.1356
chrII 195338 2.328 0.52446
chrII 195406 2.37 0.51115
chrII 195417 2.143 0.48059
chrII 195434 2.287 0.53765
chrII 195508 2.366 0.60189
chrII 195527 3.558 0.7812
chrII 195528 3.387 0.72728
chrII 195567 3.324 0.61502
chrII 195688 4.634 1.33437
chrII 195702 2.37 0.70898
chrII 195729 1.611 0.51928
chrII 195740 1.947 0.66259
chrII 195748 1.318 0.51032
chrII 195749 1.249 0.49544
chrII 195762 2.071 1.02865
chrII 195770 2.213 1.21924
chrII 195896 1.185 0.53748
chrII 195900 1.144 0.50784
chrII 195909 1.693 0.67715
chrII 195920 6.129 2.61652
chrII 195924 5.064 2.20691
chrII 195931 5.904 2.66051
chrII 196058 0.611 0.47989
chrII 196077 1.634 1.089
chrII 196080 2.968 1.90035
chrII 196084 2.562 1.5587
chrII 196090 10.122 6.08161
chrII 196100 4.051 2.43409
chrII 196103 4.846 2.84153
chrII 196108 1.321 0.80692
chrII 196140 1.646 1.09218
chrII 196181 0.598 0.58978
chrII 196306 1.31 0.66894
chrII 196308 1.416 0.71763
chrII 196314 2.279 1.13173
chrII 196335 0.918 0.57538
chrII 196336 2.998 1.88665
chrII 196352 0.709 0.52
chrII 196478 2.884 0.95701
chrII 196493 14.613 4.79427
chrII 196501 1.737 0.53732
chrII 196504 1.907 0.57754
chrII 196513 2.164 0.66223
chrII 196521 4.448 1.33088
chrII 196524 4.009 1.17529
chrII 196526 3.27 0.96439
chrII 196619 1.192 0.50436
chrII 196643 1.758 0.51222
chrII 196662 4.663 1.28697
chrII 196670 2.409 0.68287
chrII 196671 5.808 1.65288
chrII 196672 4.277 1.21496
chrII 196679 6.85 1.84527
chrII 196694 5.226 1.4561
chrII 196703 2.665 0.79567
chrII 196708 2.997 0.95107
chrII 196834 1.107 0.52473
chrII 196842 2.133 1.06631
chrII 196855 1.055 0.56612
chrII 196856 1.662 0.88564
chrII 196865 3.145 1.59999
chrII 196874 1.522 0.77402
chrII 196883 1.61 0.8397
chrII 196987 0.504 0.54057
chrII 196997 0.993 0.97986
chrII 196999 0.606 0.59828
chrII 197006 0.585 0.55822
chrII 197008 3.092 2.93176
chrII 197009 0.799 0.74256
chrII 197019 3.819 3.31859
chrII 197032 3.181 2.84895
chrII 197039 1.466 1.25897
chrII 197040 0.776 0.67023
chrII 197082 1.188 1.23876
chrII 197160 0.875 0.6029
chrII 197164 1.156 0.76709
chrII 197173 2.612 1.70229
chrII 197178 0.876 0.58955
chrII 197179 1.792 1.21126
chrII 197182 7.84 5.20321
chrII 197191 2.383 1.55348
chrII 197194 0.937 0.61614
chrII 197198 1.962 1.31976
chrII 197200 0.813 0.53944
chrII 197221 1.399 0.94575
chrII 197328 0.838 1.17696
chrII 197331 0.373 0.54471
chrII 197335 0.402 0.63045
chrII 197338 1.365 2.14243
chrII 197339 0.932 1.40252
chrII 197347 0.267 0.48066
chrII 197349 10.114 18.22989
chrII 197350 0.332 0.59833
chrII 197352 0.942 1.78645
chrII 197359 0.543 1.07068
chrII 197362 1.125 2.19052
chrII 197366 0.36 0.64846
chrII 197369 0.747 1.43544
chrII 197437 0.273 0.54579
chrII 197484 0.305 0.61004
chrII 197487 0.259 0.51829
chrII 197512 0.24 0.47914
chrII 197514 0.257 0.51369
chrII 197685 0.263 0.52581
chrII 197799 0.273 0.54594
chrII 197809 0.247 0.49369
chrII 197824 0.318 0.63675
chrII 197833 0.702 1.40441
chrII 197840 0.33 0.65054
chrII 197854 2.051 4.1027
chrII 197861 0.485 0.96938
chrII 197872 0.61 1.08573
chrII 197876 0.289 0.51395
chrII 197940 0.476 0.67469
chrII 197964 1.062 1.22102
chrII 197984 1.836 1.77479
chrII 197992 1.489 1.38421
chrII 197996 0.519 0.47925
chrII 198013 2.54 2.19462
chrII 198015 0.758 0.66304
chrII 198017 0.716 0.62568
chrII 198019 0.875 0.75556
chrII 198033 1.094 0.78304
chrII 198096 1.126 0.67654
chrII 198097 1.047 0.62373
chrII 198104 2.243 1.42376
chrII 198118 1.025 0.69601
chrII 198127 1.616 1.16812
chrII 198131 0.807 0.60121
chrII 198140 0.875 0.66188
chrII 198141 1.241 0.94869
chrII 198147 0.66 0.51002
chrII 198148 1.256 0.97576
chrII 198170 1.039 1.06875
chrII 198231 0.276 0.55263
chrII 198264 0.645 1.28948
chrII 198265 0.379 0.75852
chrII 198272 0.657 1.31354
chrII 198280 0.54 1.0798
chrII 198281 0.24 0.47917
chrII 198285 0.315 0.63017
chrII 198292 1.785 3.57031
chrII 198301 0.263 0.52536
chrII 198509 0.249 0.49701
chrII 198511 0.435 0.84741
chrII 198516 0.512 0.89065
chrII 198518 0.326 0.58054
chrII 198529 2.111 3.31404
chrII 198531 0.453 0.68248
chrII 198537 0.664 0.98975
chrII 198538 2.147 3.29901
chrII 198547 0.969 1.47344
chrII 198548 0.35 0.53301
chrII 198549 1.34 2.03813
chrII 198550 1.211 1.80368
chrII 198557 0.511 0.68477
chrII 198558 1.215 1.61259
chrII 198580 0.591 0.65897
chrII 198660 0.333 0.66574
chrII 198673 0.323 0.56741
chrII 198684 1.286 2.06261
chrII 198687 0.56 0.86087
chrII 198688 0.785 1.18096
chrII 198697 1.552 2.22187
chrII 198698 2.446 3.50097
chrII 198704 0.365 0.48878
chrII 198708 8.489 11.06657
chrII 198710 4.108 5.30711
chrII 198717 1.091 1.46146
chrII 198719 0.768 1.01916
chrII 198748 0.45 0.50174
chrII 198850 0.894 0.56507
chrII 198877 3.488 1.88634
chrII 198882 1.533 0.79382
chrII 198887 1.406 0.73554
chrII 198905 1.549 0.79645
chrII 198918 1.875 0.84481
chrII 199026 1.325 0.56062
chrII 199036 1.686 0.68015
chrII 199042 1.689 0.63238
chrII 199084 4.469 1.73052
chrII 199121 1.165 0.52009
chrII 199124 1.596 0.72353
chrII 199166 1.511 0.7025
chrII 199204 2.602 1.15476
chrII 199241 1.945 0.71174
chrII 199244 2.637 0.98983
chrII 199264 1.196 0.51649
chrII 199314 1.32 0.79982
chrII 199351 0.806 0.50952
chrII 199359 1.082 0.67821
chrII 199381 0.753 0.5116
chrII 199382 0.705 0.48098
chrII 199397 1.111 0.81474
chrII 199409 1.61 1.10326
chrII 199424 0.74 0.50952
chrII 199425 1.646 1.12296
chrII 199440 1.389 0.91372
chrII 199466 1.13 0.60455
chrII 199499 0.946 0.52928
chrII 199524 1.141 0.65066
chrII 199525 1.423 0.80832
chrII 199533 1.142 0.61085
chrII 199536 1.304 0.67747
chrII 199540 0.902 0.48957
chrII 199541 1.232 0.66113
chrII 199545 1.301 0.69585
chrII 199683 2.062 0.99699
chrII 199685 1.323 0.64388
chrII 199715 2.216 1.17665
chrII 199742 1.285 0.7105
chrII 199794 1.252 0.63891
chrII 199806 1.715 0.79761
chrII 199835 1.988 0.8875
chrII 199862 1.461 0.59238
chrII 199872 1.665 0.64313
chrII 200017 1.26 0.53799
chrII 200021 1.46 0.62524
chrII 200024 2.012 0.84162
chrII 200061 1.372 0.59982
chrII 200117 1.668 0.95899
chrII 200135 1.135 0.60029
chrII 200146 1.091 0.55483
chrII 200198 1.856 0.95767
chrII 200207 2.038 1.05871
chrII 200355 1.488 0.66842
chrII 200367 1.993 0.98615
chrII 200376 3.034 1.58788
chrII 200382 1.777 0.90408
chrII 200388 1.519 0.74401
chrII 200417 0.961 0.59451
chrII 200423 0.765 0.49398
chrII 200438 0.94 0.59403
chrII 200445 1.211 0.81118
chrII 200452 0.881 0.58185
chrII 200494 1.426 0.92146
chrII 200504 1.004 0.62123
chrII 200516 2.511 1.38876
chrII 200525 2.103 1.03745
chrII 200546 1.269 0.58645
chrII 200577 2.906 1.63207
chrII 200602 5.175 2.95134
chrII 200727 1.401 0.56518
chrII 200735 1.351 0.56503
chrII 200736 1.237 0.50875
chrII 200757 4.504 2.00464
chrII 200766 1.104 0.53178
chrII 200789 1.366 0.63333
chrII 200878 3.669 1.55277
chrII 200892 2.108 0.80137
chrII 200896 1.621 0.57719
chrII 200897 1.587 0.55572
chrII 200898 6.089 2.13703
chrII 200902 1.749 0.58431
chrII 200909 6.518 2.04224
chrII 200940 1.723 0.56915
chrII 200956 1.755 0.63408
chrII 201043 3.228 1.07592
chrII 201050 2.202 0.70336
chrII 201057 4.153 1.24245
chrII 201060 4.389 1.30244
chrII 201068 3.45 0.9327
chrII 201074 2.867 0.76663
chrII 201083 6.707 1.80996
chrII 201099 2.05 0.59381
chrII 201119 4.826 1.631
chrII 201210 2.133 0.76129
chrII 201243 2.791 0.9116
chrII 201244 1.906 0.62238
chrII 201250 2.71 0.8619
chrII 201269 3.442 1.07372
chrII 201270 2.046 0.64365
chrII 201392 2.622 0.95717
chrII 201401 5.963 2.19292
chrII 201408 1.866 0.68636
chrII 201409 1.759 0.6536
chrII 201419 3.912 1.53933
chrII 201441 3.211 1.37066
chrII 201450 1.53 0.68521
chrII 201455 1.233 0.60195
chrII 201541 1.344 0.62102
chrII 201557 1.288 0.5735
chrII 201561 8.559 3.67549
chrII 201572 11.636 4.66709
chrII 201581 2.642 1.00702
chrII 201584 1.545 0.5754
chrII 201593 1.665 0.6107
chrII 201594 1.669 0.61686
chrII 201602 2.415 0.84352
chrII 201713 1.572 0.7626
chrII 201727 2.93 1.3754
chrII 201728 1.996 0.92528
chrII 201731 1.327 0.62911
chrII 201735 4.792 2.20689
chrII 201743 1.489 0.66905
chrII 201745 1.08 0.48986
chrII 201888 0.497 0.55435
chrII 202022 0.634 0.50593
chrII 202082 1.844 0.72365
chrII 202083 2.521 0.98927
chrII 202092 1.217 0.50751
chrII 202098 2.318 0.96957
chrII 202114 1.457 0.57191
chrII 202123 2.173 0.8596
chrII 202234 1.893 0.75288
chrII 202241 1.964 0.8031
chrII 202255 5.103 2.09888
chrII 202263 1.677 0.70169
chrII 202600 2 0.95726
chrII 202616 2.883 1.4124
chrII 202738 1.588 0.66229
chrII 202759 1.58 0.63912
chrII 202770 1.623 0.64209
chrII 202880 2.324 0.6799
chrII 203065 3.543 1.53516
chrII 203087 2.054 0.83089
chrII 203480 1.49 0.73004
chrII 203494 1.558 0.67093
chrII 203497 1.21 0.50763
chrII 203502 2.108 0.84566
chrII 203504 1.206 0.48255
chrII 203511 1.855 0.70914
chrII 203634 2.039 0.71895
chrII 203666 6.775 2.41268
chrII 203671 7.779 2.8464
chrII 203688 1.928 0.74856
chrII 203710 1.949 0.71506
chrII 203792 1.631 0.62324
chrII 203830 6.881 1.93204
chrII 203859 3.042 0.83473
chrII 203981 2.629 0.67094
chrII 203990 4.321 1.02749
chrII 204042 6.046 1.59332
chrII 204183 2.496 0.71888
chrII 204203 10.488 3.02604
chrII 204215 6.083 1.69492
chrII 204224 2.384 0.65914
chrII 204244 1.707 0.49741
chrII 204266 1.969 0.62349
chrII 204376 5.957 1.27706
chrII 204385 6.534 1.33416
chrII 204396 4.292 0.86551
chrII 204548 2.74 0.6135
chrII 204560 3.693 0.78485
chrII 204578 3.648 0.74811
chrII 204632 2.357 0.59127
chrII 204739 1.949 0.51353
chrII 204747 3.315 0.87192
chrII 204799 2.386 0.83756
chrII 204882 1.402 0.58639
chrII 204904 2.191 0.89845
chrII 204914 1.422 0.60334
chrII 204924 1.335 0.51415
chrII 204992 2.928 0.98717
chrII 205056 1.404 0.54364
chrII 205096 1.641 0.521
chrII 205135 2.644 1.06047
chrII 205137 1.333 0.53334
chrII 205142 2.213 0.91521
chrII 205152 2.25 0.88785
chrII 205162 1.589 0.61883
chrII 205214 2.88 1.18776
chrII 205215 1.323 0.54424
chrII 205221 1.151 0.48718
chrII 205222 1.64 0.6959
chrII 205261 1.188 0.49986
chrII 205282 2.355 1.07806
chrII 205292 1.181 0.54934
chrII 205301 1.153 0.53969
chrII 205302 2.905 1.35482
chrII 205355 1.652 0.79612
chrII 205375 1.92 1.00103
chrII 205383 2.029 1.09327
chrII 205399 1.164 0.62241
chrII 205463 1.762 0.75425
chrII 205473 1.46 0.61605
chrII 205481 4.301 1.77395
chrII 205492 1.222 0.48098
chrII 205513 1.691 0.64985
chrII 205556 1.174 0.53232
chrII 205622 2.638 1.31445
chrII 205631 2.542 1.3069
chrII 205691 2.404 1.40422
chrII 205701 1.125 0.71106
chrII 205717 0.71 0.5033
chrII 205724 0.917 0.68999
chrII 205822 1.526 0.87004
chrII 205826 0.998 0.55601
chrII 205835 3.08 1.54007
chrII 205840 1.296 0.62036
chrII 205855 1.46 0.59884
chrII 205915 1.998 0.83578
chrII 205995 4.028 1.32739
chrII 206006 1.93 0.6262
chrII 206124 1.8 0.52864
chrII 206207 2.102 0.53836
chrII 206254 2.698 0.75605
chrII 206277 3.025 1.03904
chrII 206282 1.684 0.61452
chrII 206299 2.237 0.84171
chrII 206357 3.582 1.26927
chrII 206428 3.686 1.32242
chrII 206436 3.506 1.3329
chrII 206447 1.891 0.77779
chrII 206527 1.056 0.51208
chrII 206556 2.294 1.10162
chrII 206561 1.085 0.53541
chrII 206563 3.397 1.64777
chrII 206575 3.01 1.39955
chrII 206576 1.429 0.65623
chrII 206577 1.212 0.56179
chrII 206584 3.187 1.4404
chrII 206587 4.956 2.26134
chrII 206600 2.6 1.22055
chrII 206724 1.983 1.03014
chrII 206728 1.034 0.52779
chrII 206736 1.407 0.76059
chrII 206737 7.051 3.88478
chrII 206741 1.841 1.0141
chrII 206749 3.232 1.75399
chrII 206761 0.927 0.53486
chrII 206899 1.609 2.79717
chrII 206908 2.391 4.20516
chrII 206912 0.416 0.79915
chrII 206914 0.343 0.66688
chrII 206918 1.263 2.52588
chrII 206919 1.056 2.11131
chrII 206926 0.363 0.67084
chrII 206929 3.183 5.88262
chrII 206939 0.42 0.77666
chrII 207099 0.249 0.49895
chrII 207178 1.832 2.40957
chrII 207179 1.386 1.83902
chrII 207183 0.503 0.6865
chrII 207187 2.629 3.55352
chrII 207190 0.532 0.75444
chrII 207192 0.705 0.98959
chrII 207198 1.3 1.75764
chrII 207210 1.619 2.05535
chrII 207217 0.868 1.11208
chrII 207218 3.915 5.01341
chrII 207347 0.606 0.4864
chrII 207358 1.141 0.96305
chrII 207359 0.913 0.79323
chrII 207360 5.4 4.69293
chrII 207370 3.094 2.59608
chrII 207372 2.718 2.30686
chrII 207373 2.792 2.36977
chrII 207380 1.353 1.14209
chrII 207381 0.898 0.76235
chrII 207388 0.686 0.55948
chrII 207391 0.7 0.56115
chrII 207510 0.527 0.54924
chrII 207521 0.76 0.70201
chrII 207522 2.115 1.92987
chrII 207530 0.506 0.4925
chrII 207532 2.247 2.20168
chrII 207537 2.31 2.24856
chrII 207541 1.174 1.19056
chrII 207550 2.421 2.25101
chrII 207564 1.856 1.49714
chrII 207574 1.951 1.31233
chrII 207691 1.161 0.53287
chrII 207694 1.345 0.61163
chrII 207703 2.38 1.08238
chrII 207704 2.212 0.9968
chrII 207713 3.718 1.67553
chrII 207737 1.03 0.479
chrII 207738 1.73 0.7992
chrII 207746 1.338 0.62003
chrII 207806 1.387 0.77266
chrII 207868 1.024 0.62015
chrII 207872 1.422 0.8208
chrII 207877 6.139 3.50117
chrII 207886 2.101 1.23693
chrII 207888 1.244 0.73511
chrII 207893 1.722 1.07458
chrII 207900 1.061 0.6825
chrII 207909 1.827 1.19083
chrII 208013 0.956 0.66135
chrII 208037 2.043 1.38059
chrII 208041 1.241 0.80534
chrII 208043 0.895 0.56309
chrII 208051 1.318 0.8186
chrII 208061 4.872 2.74611
chrII 208188 2.638 1.50469
chrII 208189 1.614 0.92029
chrII 208197 3.533 1.99909
chrII 208201 1.542 0.8898
chrII 208221 3.146 1.83727
chrII 208230 1.272 0.70056
chrII 208261 1.804 0.92724
chrII 208279 2.726 1.33544
chrII 208300 2.011 0.92614
chrII 208309 1.796 0.77564
chrII 208350 3.995 1.00566
chrII 208359 8.198 1.94932
chrII 208369 4.101 0.89106
chrII 208389 8.008 1.77951
chrII 208427 2.098 0.50557
chrII 208492 2.414 0.54814
chrII 208512 2.169 0.51734
chrII 208521 3.696 0.91611
chrII 208535 7.211 1.83422
chrII 208536 4.607 1.17994
chrII 208545 1.918 0.50905
chrII 208546 1.855 0.5024
chrII 208553 8.316 2.26942
chrII 208561 2.933 0.81262
chrII 208573 4.533 1.31577
chrII 208644 2.778 0.97252
chrII 208703 13.017 4.2326
chrII 208723 3.917 1.34886
chrII 208741 1.759 0.64348
chrII 208747 1.469 0.54726
chrII 208823 1.756 0.62851
chrII 208833 1.578 0.53689
chrII 208838 2.818 0.96812
chrII 208852 1.435 0.48824
chrII 208853 2.881 0.97811
chrII 208864 2.123 0.73095
chrII 208873 14.097 5.06944
chrII 208883 2.756 0.94917
chrII 208884 2.379 0.81905
chrII 208903 1.83 0.64222
chrII 209015 2.05 0.69435
chrII 209033 4.965 1.90751
chrII 209035 4.34 1.67634
chrII 209037 1.232 0.48076
