Chromosome Position NCPscore Ratio
chrII 65140 4.217 1.03474
chrII 65324 7.083 1.71204
chrII 65552 4.91 2.39742
chrII 65690 1.621 0.86367
chrII 65810 3.479 1.43071
chrII 65953 2.978 0.92515
chrII 66080 2.392 0.95433
chrII 66192 2.36 1.454
chrII 66362 6.093 2.25205
chrII 66570 3.774 1.08672
chrII 66711 3.953 1.31156
chrII 66923 1.852 1.06438
chrII 67038 1.473 0.83694
chrII 67184 1.497 0.7698
chrII 67454 7.136 1.36734
chrII 67637 6.157 1.30476
chrII 67835 4.692 2.05114
chrII 67975 2.554 1.21077
chrII 68172 1.687 0.61575
chrII 68343 3.718 5.12072
chrII 68501 5.071 1.67132
chrII 68673 6.601 2.45844
chrII 68853 5.419 2.34772
chrII 68979 3.803 1.94124
chrII 69164 9.941 3.76007
chrII 69324 32.88 20.08569
chrII 69500 5.348 4.97311
chrII 69770 3.322 3.06982
chrII 69930 1.844 0.70478
chrII 70103 2.862 0.92658
chrII 70271 3.556 1.02602
chrII 70452 4.688 1.46553
chrII 70626 8.846 2.01788
chrII 70781 6.423 1.42946
chrII 70949 25.241 6.13176
chrII 71119 25.744 9.32655
chrII 71342 8.238 14.84827
chrII 71583 3.969 7.93894
chrII 71772 3.039 5.28173
chrII 71929 4.023 1.76405
chrII 72105 8.855 2.4302
chrII 72289 10.94 1.89467
chrII 72416 15.393 3.05771
chrII 72579 8 1.983
chrII 72742 7.781 1.70074
chrII 72930 4.456 1.21138
chrII 73087 4.64 2.49958
chrII 73238 1.396 0.84905
chrII 73381 6.656 4.15302
chrII 73582 3.942 1.13285
chrII 73732 6.122 1.719
chrII 73882 5.488 1.17477
chrII 74002 3.124 0.86699
chrII 74187 3.765 1.03338
chrII 74340 13.148 4.01606
chrII 74521 10.95 3.82463
chrII 74689 3.303 1.35461
chrII 74915 0.798 1.17734
chrII 75057 0.433 0.86579
chrII 75236 15.255 22.49689
chrII 75402 6.739 1.77288
chrII 75599 7.966 3.23963
chrII 75759 5.802 3.14889
chrII 75886 9.362 2.68024
chrII 76044 29.317 7.14573
chrII 76203 18.816 4.36058
chrII 76371 13.183 2.98861
chrII 76527 8.327 2.06049
chrII 76675 2.4 1.06501
chrII 76820 3.165 1.57197
chrII 76982 3.533 1.28645
chrII 77134 4.582 1.95624
chrII 77274 3.271 1.53078
chrII 77439 2.458 0.61657
chrII 77645 2.261 0.84408
chrII 77765 2.608 2.12751
chrII 77922 2.062 0.92369
chrII 78056 1.943 1.37032
chrII 78252 4.204 1.56175
chrII 78372 2.589 0.82163
chrII 78487 1.852 1.40841
chrII 78605 1.42 2.07353
chrII 78715 2.306 2.29025
chrII 78846 1.849 1.34336
chrII 79017 4.282 1.8122
chrII 79200 1.792 0.75402
chrII 79348 1.142 1.24451
chrII 79512 2.691 2.9767
chrII 79654 4.871 4.01776
chrII 79832 1.45 1.18288
chrII 80065 2.938 2.29404
chrII 80215 2.005 1.59968
chrII 80380 2.351 0.87102
chrII 80560 4.586 1.8547
chrII 80720 2.066 1.9214
chrII 81013 2.205 1.21962
chrII 81151 5.105 1.87747
chrII 81354 7.059 1.87384
chrII 81521 6.626 1.68826
chrII 81729 2.533 1.49096
chrII 81851 4.471 2.11924
chrII 82010 5.23 1.9136
chrII 82157 3.453 1.00627
chrII 82300 4.358 2.41934
chrII 82546 4.072 1.54401
chrII 82712 1.791 0.6408
chrII 82927 3.157 1.08208
chrII 83118 2.155 0.78085
chrII 83300 2.085 0.58983
chrII 83555 3.935 1.97409
chrII 83785 7.411 2.08871
chrII 83908 6.215 1.4997
chrII 84061 4.871 2.20185
chrII 84269 1.775 3.01414
chrII 84473 0.395 0.6779
chrII 84581 3.711 7.4222
chrII 84736 3.543 1.22853
chrII 84859 2.262 0.89993
chrII 84968 1.871 0.57982
chrII 85180 2.186 0.67914
chrII 85338 4.474 1.13013
chrII 85635 1.399 0.99134
chrII 85746 2.519 1.00493
chrII 85910 4.568 1.58408
chrII 86020 1.608 0.56291
chrII 86150 2.905 1.01712
chrII 86315 4.046 1.52648
chrII 86467 4.334 1.76268
chrII 86608 8.786 2.4909
chrII 86783 5.062 1.36105
chrII 86944 10.613 3.84503
chrII 87113 7.482 5.54507
chrII 87257 2.221 1.02606
chrII 87369 3.855 2.1401
chrII 87607 5.197 2.40137
chrII 87766 6.318 3.79578
chrII 88020 0.296 0.52785
chrII 88305 1.496 2.32316
chrII 88417 0.96 0.8868
chrII 88533 1.08 1.87798
chrII 88695 0.789 1.09713
chrII 88861 0.526 0.68507
chrII 88974 3.379 2.15424
chrII 89131 2.264 1.27633
chrII 89250 1.649 1.267
chrII 89411 1.66 0.71491
chrII 89821 0.376 0.75166
chrII 89969 5.512 6.38647
chrII 90138 4.64 1.91365
chrII 90269 3.418 1.27625
chrII 90427 3.64 3.87915
chrII 90588 0.364 0.59069
chrII 90718 3.13 2.0775
chrII 90859 4.534 2.2518
chrII 91036 8.858 2.38612
chrII 91220 6.214 1.48972
chrII 91387 5.054 2.01049
chrII 91513 2.212 1.48839
chrII 91672 6.686 2.73443
chrII 91833 4.968 2.09037
chrII 91953 2.71 1.6418
chrII 92164 2.473 1.9836
chrII 92300 0.887 0.71577
chrII 92438 1.027 0.70361
chrII 92598 4.252 7.47918
chrII 92738 4.539 2.8319
chrII 92869 2.151 1.16306
chrII 93023 2.164 0.79376
chrII 93176 3.74 1.10101
chrII 93344 1.123 0.60973
chrII 93610 1.031 2.0346
chrII 93833 4.128 1.52596
chrII 93983 5.355 2.00969
chrII 94143 3.102 1.027
chrII 94282 2.517 1.04996
chrII 94444 3.923 2.32843
chrII 94555 1.733 0.95132
chrII 94685 3.084 1.52125
chrII 94941 5.736 2.18083
chrII 95099 6.808 2.32241
chrII 95279 2.627 2.50712
chrII 95431 7.01 8.82268
chrII 95615 4.1 3.13427
chrII 95773 8.47 4.92702
chrII 95934 10.127 7.42985
chrII 96090 3.122 5.84301
chrII 96241 0.463 0.9255
chrII 96414 2.471 2.22718
chrII 96570 3.282 3.6304
chrII 96729 3.332 2.00221
chrII 96868 4.626 1.5179
chrII 97025 4.47 1.12332
chrII 97174 4.116 1.16011
chrII 97368 2.77 1.07267
chrII 97497 4.846 1.86683
chrII 97655 3.526 1.83218
chrII 97862 1.997 0.72875
chrII 97996 4.891 1.75442
chrII 98113 1.846 0.76122
chrII 98231 1.288 0.61052
chrII 98369 3.39 1.37117
chrII 98520 3.263 1.30539
chrII 98698 3.024 2.49466
chrII 98815 3.196 0.98657
chrII 98939 4.878 1.31398
chrII 99067 2.707 0.69457
chrII 99275 2.553 0.66095
chrII 99434 2.722 1.2947
chrII 99596 5.934 1.74312
chrII 99806 5.681 2.37658
chrII 99941 8.214 4.595
chrII 100101 6.292 3.9257
chrII 100243 0.461 0.59066
chrII 100401 5.952 5.08142
chrII 100561 5.434 2.73588
chrII 100682 3.105 1.64845
chrII 100832 5.283 2.41779
chrII 100986 4.193 1.191
chrII 101182 1.402 0.91409
chrII 101386 0.381 0.76206
chrII 101533 4.709 3.21301
chrII 101671 8.83 6.96828
chrII 101901 1.938 0.77109
chrII 102100 1.854 1.74607
chrII 102257 8.257 4.82187
chrII 102411 4.168 2.87067
chrII 102594 5.681 3.2782
chrII 102755 6.966 3.89684
chrII 102883 5.985 2.84649
chrII 103084 3.799 0.9183
chrII 103258 2.928 2.14811
chrII 103415 1.245 1.19592
chrII 103547 2.754 3.06949
chrII 103730 3.914 1.51188
chrII 103896 1.573 1.02529
chrII 104020 1.525 1.12418
chrII 104263 2.84 1.34613
chrII 104436 3.064 1.72738
chrII 104579 2.767 1.78766
chrII 104756 2.287 1.07021
chrII 104968 3.675 1.52878
chrII 105106 9.865 4.44537
chrII 105331 1.74 1.76367
chrII 105489 3.169 2.26801
chrII 105681 2.54 1.46571
chrII 105861 1.914 0.71657
chrII 106019 3.405 1.2616
chrII 106160 4.845 1.08337
chrII 106269 8.524 2.11639
chrII 106450 5.361 2.23626
chrII 106604 8.954 6.34604
chrII 106761 4.661 1.79536
chrII 106942 2.995 1.16919
chrII 107145 4.648 2.26208
chrII 107293 14.83 11.96205
chrII 107467 13.772 20.10769
chrII 107718 4.375 4.62885
chrII 107931 5.243 2.43804
chrII 108110 12.193 4.64814
chrII 108268 10.414 4.36908
chrII 108467 3.342 1.22303
chrII 108625 6.473 2.66219
chrII 108754 5.166 1.79997
chrII 108956 4.384 1.36761
chrII 109138 3.966 2.17686
chrII 109320 3.912 1.62717
chrII 109466 3.096 1.29909
chrII 109681 3.75 1.38947
chrII 109834 6.693 2.3046
chrII 110016 4.958 3.3827
chrII 110183 2.72 2.02593
chrII 110335 8.799 5.0778
chrII 110518 3.692 1.90469
chrII 110738 2.229 2.54274
chrII 110875 3.596 1.73282
chrII 111032 3.127 1.12442
chrII 111172 6.827 4.05191
chrII 111446 1.739 1.13872
chrII 111620 3.162 1.92366
chrII 111780 3.077 1.11743
chrII 111911 5.271 2.35341
chrII 112098 5.632 1.62834
chrII 112239 2.011 0.73034
chrII 112351 3.05 1.1748
chrII 112581 2.837 0.74625
chrII 112772 7.827 1.78843
chrII 112917 7.968 1.6477
chrII 113082 4.052 1.28889
chrII 113248 1.853 0.70652
chrII 113417 1.884 2.08428
chrII 113581 0.453 0.56054
chrII 113704 2.031 1.61162
chrII 113857 2.665 0.83841
chrII 114036 1.826 0.65992
chrII 114226 8.232 2.28068
chrII 114376 3.694 1.13548
chrII 114487 4.285 0.97145
chrII 114661 2.932 0.97949
chrII 114840 2.019 0.98569
chrII 115033 4.821 1.35617
chrII 115186 4.995 2.57676
chrII 115370 2.091 4.18132
chrII 115526 15.939 8.1653
chrII 115688 6.562 1.87498
chrII 115858 3.088 1.13001
chrII 116041 2.656 1.13393
chrII 116188 2.318 1.312
chrII 116317 1.918 0.71244
chrII 116485 4.01 0.93963
chrII 116666 6.439 1.9666
chrII 116845 3.372 2.44927
chrII 116989 0.595 0.66849
chrII 117144 1.165 0.72977
chrII 117263 0.431 0.78676
chrII 117446 1.787 1.96143
chrII 117633 3.006 1.31383
chrII 117819 2.44 0.92525
chrII 117966 8.154 2.1884
chrII 118152 8.953 2.3053
chrII 118319 2.348 0.79361
chrII 118470 4.366 2.10393
chrII 118652 6.579 1.63071
chrII 118803 8.524 3.30121
chrII 118992 5.614 2.07501
chrII 119138 4.184 2.17396
chrII 119321 5.713 1.94881
chrII 119478 5.696 1.9659
chrII 119670 3.481 1.1218
chrII 119843 2.353 1.49346
chrII 119967 4.027 1.25376
chrII 120116 5.243 1.78002
chrII 120273 5.675 3.12666
chrII 120434 4.655 2.65484
chrII 120586 1.675 1.54791
chrII 120755 3.319 1.93064
chrII 120916 2.03 1.4456
chrII 121078 3.604 3.05958
chrII 121248 4.388 6.04349
chrII 121378 1.615 0.92838
chrII 121572 3.041 5.04458
chrII 121746 3.999 3.43457
chrII 121932 4.26 6.54697
chrII 122071 2.563 5.12571
chrII 122240 0.448 0.54989
chrII 122350 1.92 3.8409
chrII 122510 2.091 4.18203
chrII 122683 1.556 2.20561
chrII 122857 4.945 1.36468
chrII 123060 5.225 1.19379
chrII 123189 2.384 0.7485
chrII 123308 4.147 0.95348
chrII 123456 4.316 0.96349
chrII 123577 2.103 0.53869
chrII 123705 3.285 1.17538
chrII 123826 3.396 1.11425
chrII 123995 4.674 1.32007
chrII 124145 2.917 1.14169
chrII 124313 1.23 1.20483
chrII 124437 1.817 1.78033
chrII 124625 11.865 7.8741
chrII 124784 6.838 4.49739
chrII 124967 0.568 0.55668
chrII 125092 1.615 1.64856
chrII 125254 2.453 2.67268
chrII 125398 6.818 4.46376
chrII 125560 7.357 2.93459
chrII 125718 3.862 1.12761
chrII 125864 1.992 0.63935
chrII 125996 2.882 1.66305
chrII 126154 1.813 0.76275
chrII 126291 6.075 2.11164
chrII 126561 0.992 0.66403
chrII 126692 3.415 0.91139
chrII 126864 8.285 2.27381
chrII 127058 8.821 2.50059
chrII 127201 6.772 2.2269
chrII 127353 6.29 4.88504
chrII 127517 3.727 6.80112
chrII 127637 0.441 0.88248
chrII 127806 2.519 2.18877
chrII 127948 2.82 0.74465
chrII 128065 6.093 1.70732
chrII 128225 4.404 1.02069
chrII 128414 2.287 1.07704
chrII 128535 3.901 1.6851
chrII 128690 3.205 1.22191
chrII 128874 2.691 0.84117
chrII 128996 1.708 0.64265
chrII 129118 1.545 0.62303
chrII 129242 3.927 1.54528
chrII 129386 3.523 1.12305
chrII 129581 2.755 0.74637
chrII 129718 8.196 1.84945
chrII 129876 4.301 1.3534
chrII 130004 5.599 2.22749
chrII 130185 3.377 1.32877
chrII 130346 7.176 3.41258
chrII 130504 2.78 0.94174
chrII 130688 3.541 1.48122
chrII 130984 4.266 1.42841
chrII 131148 3.254 1.01519
chrII 131290 2.851 0.66392
chrII 131458 4.673 1.06612
chrII 131603 5.713 1.71986
chrII 131809 1.713 0.47992
chrII 131957 3.18 1.32268
chrII 132141 1.096 0.83311
chrII 132291 0.881 0.72656
chrII 132456 8.504 5.74776
chrII 132629 18.767 14.19685
chrII 132799 5.606 3.63766
chrII 132970 6.489 2.77022
chrII 133148 12.324 4.76021
chrII 133320 4.685 2.07282
chrII 133435 2.604 1.05025
chrII 133590 5.222 1.80671
chrII 133718 1.712 0.56311
chrII 133875 0.947 1.89358
chrII 133991 0.813 1.05938
chrII 134455 2.285 0.65281
chrII 134604 5.725 2.49525
chrII 134714 2.832 1.43541
chrII 134857 4.157 3.37193
chrII 135003 3.53 2.81626
chrII 135128 2.197 1.47792
chrII 135323 2.752 0.79875
chrII 135510 2.438 1.06872
chrII 135906 0.739 0.85589
chrII 136071 1.228 1.28011
chrII 136398 0.686 0.57219
chrII 136543 1.269 1.61052
chrII 136703 2.794 1.90606
chrII 136945 6.177 2.27733
chrII 137086 1.956 1.0738
chrII 137245 2.698 1.01774
chrII 137406 3.49 1.45573
chrII 137565 3.076 3.65142
chrII 137759 2.861 4.09546
chrII 137907 2.944 2.62074
chrII 138075 3.274 3.70576
chrII 138195 1.793 1.20603
chrII 138353 2.426 1.16533
chrII 138489 4.211 1.49598
chrII 138673 3.354 1.11807
chrII 138821 6.648 1.73636
chrII 139006 2.945 0.5628
chrII 139188 3.044 0.55066
chrII 139418 6.267 1.67264
chrII 139636 3.817 0.77069
chrII 139796 4.832 1.6757
chrII 140017 1.48 0.73492
chrII 140161 1.645 1.03083
chrII 140345 2.03 1.31111
chrII 140702 0.543 0.78447
chrII 140946 1.228 0.858
chrII 141093 0.671 1.34199
chrII 141295 2.019 1.44471
chrII 141420 4.12 2.23617
chrII 141608 4.1 2.00196
chrII 141749 3.296 1.24362
chrII 141907 1.715 1.28389
chrII 142016 0.543 0.66078
chrII 142165 2.199 1.7449
chrII 142367 1.992 1.16777
chrII 142501 2.575 1.55343
chrII 142701 8.419 4.39009
chrII 142863 3.496 2.30986
chrII 143023 0.419 0.57649
chrII 143143 2.311 4.44029
chrII 143306 2.13 1.9316
chrII 143454 4.441 3.44853
chrII 143648 0.821 1.16383
chrII 143882 1.572 3.14452
chrII 144049 6.878 6.27628
chrII 144222 3.505 1.5792
chrII 144360 1.399 0.85812
chrII 144480 5.48 2.60602
chrII 144648 3.938 1.19775
chrII 144808 3.005 1.12197
chrII 144949 5.825 1.73206
chrII 145123 5.159 2.24861
chrII 145279 5.5 4.01471
chrII 145420 11.866 8.97636
chrII 145611 6.38 3.13608
chrII 145778 5.16 10.04391
chrII 146002 1.445 2.8895
chrII 146154 2.455 3.09038
chrII 146312 3.449 1.872
chrII 146456 3.386 1.4369
chrII 146629 5.568 2.15052
chrII 146771 4.244 1.87762
chrII 146903 1.671 1.46963
chrII 147052 0.83 0.7303
chrII 147177 3.803 4.08263
chrII 147340 4.209 3.11933
chrII 147452 1.51 0.92997
chrII 147572 1.871 0.91354
chrII 147697 2.056 1.43615
chrII 147826 2.797 1.38433
chrII 147978 2.371 0.63628
chrII 148138 4.507 1.16258
chrII 148258 4.25 1.32582
chrII 148367 4.388 0.97078
chrII 148553 3.128 1.19256
chrII 148716 2.882 1.1919
chrII 148901 2.08 0.74437
chrII 149050 3.813 1.44985
chrII 149248 5.295 1.72959
chrII 149369 3.253 1.3266
chrII 149566 6.812 2.35118
chrII 149716 4.339 1.62028
chrII 149887 5.414 1.90003
chrII 150046 2.619 0.98561
chrII 150208 5.892 2.2637
chrII 150351 2.499 1.95132
chrII 150530 6.47 4.60769
chrII 150705 3.819 1.8222
chrII 150870 2.928 2.14788
chrII 151050 2.654 2.01815
chrII 151187 4.21 6.14631
chrII 151332 0.76 0.76045
chrII 151481 13.627 8.92189
chrII 151634 11.937 5.75184
chrII 151814 4.662 1.94455
chrII 151960 5.816 2.6957
chrII 152162 1.902 1.03999
chrII 152323 1.323 0.89416
chrII 152530 2.012 1.14747
chrII 152657 2.783 1.61245
chrII 152810 3.933 1.89487
chrII 152969 8.625 5.59689
chrII 153152 1.874 0.98074
chrII 153354 2.837 2.00127
chrII 153505 3.736 2.84064
chrII 153682 5.091 10.18205
chrII 153836 0.374 0.74868
chrII 153967 2.137 1.68683
chrII 154166 2.822 1.99045
chrII 154327 7.161 6.18654
chrII 154485 3.587 2.71336
chrII 154662 1.878 1.20756
chrII 154823 3.988 2.257
chrII 154972 2.306 1.95735
chrII 155146 1.868 1.35029
chrII 155333 2.435 1.56586
chrII 155471 1.759 1.24666
chrII 155638 2.715 2.33186
chrII 155808 3.102 2.26473
chrII 156028 2.667 2.17545
chrII 156177 1.549 1.34611
chrII 156317 2.154 1.47671
chrII 156474 3.194 1.9267
chrII 156623 2.019 0.98574
chrII 156776 2.306 0.94306
chrII 156918 2.729 1.56265
chrII 157091 3.987 2.70756
chrII 157235 1.595 0.73705
chrII 157431 4.392 2.35755
chrII 157574 2.918 1.50014
chrII 157766 2.468 2.68856
chrII 157902 3.328 2.761
chrII 158069 5.802 2.49863
chrII 158252 7.934 3.33806
chrII 158407 1.769 1.40405
chrII 158543 0.355 0.5955
chrII 158721 2.484 1.25947
chrII 159041 7.916 1.9166
chrII 159195 15.398 3.90306
chrII 159343 7.084 1.48808
chrII 159506 12.01 2.69347
chrII 159666 8.097 2.40766
chrII 159954 0.933 1.02377
chrII 160166 4.661 1.49562
chrII 160348 7.702 3.07257
chrII 160515 4.865 2.41594
chrII 160653 2.877 1.35043
chrII 160832 4.201 1.69413
chrII 160940 2.032 1.12801
chrII 161157 3.527 2.61356
chrII 161295 3.915 3.34237
chrII 161457 2.572 5.14331
chrII 161716 4.666 7.02371
chrII 161897 4.014 4.84277
chrII 162040 5.78 3.29642
chrII 162199 10.572 3.00291
chrII 162403 11.849 4.37947
chrII 162545 2.88 0.83267
chrII 162664 3.404 1.56765
chrII 162776 2.497 3.60926
chrII 162954 0.629 1.24011
chrII 163102 2.55 0.80931
chrII 163269 4.568 0.89999
chrII 163397 10.148 2.63637
chrII 163557 10.665 2.74145
chrII 163756 4.623 2.02096
chrII 163914 4.178 1.52492
chrII 164090 3.797 1.82367
chrII 164384 0.856 0.87437
chrII 164509 1.94 1.91422
chrII 164702 2.312 1.80528
chrII 164889 1.714 1.47245
chrII 165574 0.715 0.5406
chrII 165746 0.503 0.90649
chrII 165866 0.881 1.7629
chrII 165983 2.164 4.3272
chrII 166163 2.083 0.93585
chrII 166275 1.717 0.892
chrII 166439 1.493 0.57529
chrII 166547 5.396 1.79035
chrII 166726 4.36 2.56689
chrII 166913 5.158 4.0271
chrII 167068 2.167 1.21707
chrII 167211 2.051 1.05433
chrII 167353 3.385 3.25097
chrII 167510 5.426 5.74081
chrII 167647 2.866 3.26879
chrII 167844 1.953 2.4794
chrII 168028 0.859 1.71804
chrII 168416 1.52 0.99068
chrII 168570 4.793 2.77677
chrII 168729 4.237 1.89171
chrII 168917 3.966 1.05662
chrII 169079 5.68 1.88919
chrII 169231 4.703 1.33588
chrII 169403 2.908 1.20602
chrII 169567 4.173 2.47676
chrII 169722 14.658 4.30609
chrII 169887 7.894 2.99355
chrII 170117 0.866 1.73162
chrII 170231 0.447 0.89466
chrII 170374 0.526 1.0526
chrII 170629 1.296 1.49011
chrII 170773 2.62 2.42057
chrII 170927 2.402 1.68593
chrII 171059 2.054 1.08255
chrII 171225 1.496 1.71929
chrII 171463 1.621 1.55704
chrII 171639 5.65 2.14817
chrII 171778 3.808 1.34953
chrII 171968 3.118 1.18238
chrII 172078 6.927 3.06475
chrII 172237 7.514 5.43091
chrII 172348 0.312 0.62417
chrII 172537 1.751 3.50116
chrII 172708 2.9 3.88473
chrII 172860 7.678 5.96288
chrII 173029 7.396 2.57108
chrII 173215 15.677 5.14361
chrII 173376 9.823 3.2447
chrII 173546 5.043 1.92738
chrII 173718 1.87 1.04218
chrII 173858 3.9 1.81345
chrII 174063 6.14 1.94882
chrII 174208 4.699 1.25883
chrII 174402 8.299 1.91715
chrII 174581 4.195 2.00788
chrII 174853 1.014 1.87446
chrII 175040 4.649 2.25484
chrII 175188 2.758 1.2621
chrII 175330 3.777 1.32872
chrII 175487 8.348 1.97533
chrII 175683 5.685 2.37134
chrII 175852 7.018 2.03303
chrII 175977 1.359 0.5024
chrII 176114 2.082 1.28271
chrII 176225 1.156 0.52094
chrII 176369 3.437 1.90822
chrII 176562 1.722 1.08339
chrII 176780 4.47 1.87536
chrII 176922 5.977 1.91778
chrII 177051 8.702 2.35274
chrII 177227 7.307 1.99779
chrII 177398 16.975 7.39787
chrII 177555 6.348 4.6341
chrII 177693 0.454 0.90828
chrII 177838 4.212 8.4241
chrII 177994 3.969 2.56407
chrII 178146 2.159 0.84746
chrII 178261 1.366 0.51952
chrII 178410 2.834 0.63852
chrII 178584 4.585 1.20398
chrII 178726 3.909 1.48641
chrII 178865 4.969 1.18724
chrII 178996 3.447 0.84582
chrII 179113 3.673 1.16583
chrII 179254 3.495 1.42119
chrII 179422 2.992 0.62219
chrII 179533 5.422 1.80747
chrII 179694 4.863 1.95585
chrII 179905 4.509 1.45659
chrII 180027 4.657 1.97077
chrII 180211 5.056 2.05636
chrII 180363 2.971 1.04523
chrII 180545 5.119 1.72994
chrII 180715 6.729 2.00903
chrII 180870 3.43 1.82749
chrII 181045 16.01 6.3176
chrII 181201 31.167 10.78299
chrII 181363 11.219 5.40582
chrII 181488 1.47 0.86875
chrII 181630 13.06 7.53649
chrII 181771 26.103 13.18686
chrII 181924 16.606 8.19088
chrII 182085 7.373 3.00684
chrII 182358 8.958 10.13797
chrII 182519 10.044 7.29584
chrII 182703 2.491 1.11237
chrII 182845 3.297 0.95122
chrII 183011 21.471 5.6892
chrII 183173 13.205 4.96873
chrII 183362 6.418 4.31777
chrII 183508 10.139 3.52451
chrII 183666 7.836 4.9314
chrII 183815 6.715 5.18704
chrII 184008 2.999 1.45465
chrII 184179 4.681 3.46928
chrII 184374 2.108 1.17925
chrII 184549 2.652 1.32597
chrII 184713 6.759 2.81958
chrII 184887 4.992 1.95408
chrII 185038 3.23 1.38312
chrII 185278 3.226 1.30125
chrII 185420 3.986 1.25145
chrII 185600 2.301 1.76818
chrII 185761 0.791 0.7215
chrII 185873 0.702 0.67419
chrII 185986 3.079 2.24762
chrII 186134 9.139 6.50841
chrII 186303 6.428 7.00343
chrII 186468 1.771 3.07865
chrII 186784 2.95 1.18665
chrII 186929 4.474 1.79955
chrII 187072 2.503 1.14553
chrII 187285 1.841 1.25573
chrII 187459 4.184 2.64439
chrII 187622 6.778 6.10868
chrII 187796 2.191 1.9157
chrII 187947 2.835 1.45751
chrII 188113 2.88 1.07257
chrII 188257 5.257 2.05769
chrII 188408 3.268 1.81428
chrII 188632 3.353 1.574
chrII 188877 3.407 1.41728
chrII 189136 5.187 1.03733
chrII 189298 5.114 2.46427
chrII 189482 2.436 1.16993
chrII 189640 5.1 1.60829
chrII 189802 3.639 0.98767
chrII 189951 1.529 0.58444
chrII 190069 8.238 3.16514
chrII 190247 3.903 1.05733
chrII 190447 4.568 2.05196
chrII 190598 4.094 1.74256
chrII 190871 3.837 1.53882
chrII 191056 4.786 2.22537
chrII 191245 3.035 1.73778
chrII 191419 2.821 1.05086
chrII 191545 1.866 1.04405
chrII 191727 1.015 1.97526
chrII 191977 1.129 0.82437
chrII 192149 1.253 1.03957
chrII 192399 1.611 1.80937
chrII 192566 5.458 2.43678
chrII 192727 6.497 2.00966
chrII 192872 12.216 3.29052
chrII 193034 8.184 1.69973
chrII 193200 12.807 2.83314
chrII 193350 10.204 2.52942
chrII 193510 2.565 1.0344
chrII 193648 1.09 1.06758
chrII 193757 0.996 0.92665
chrII 193960 2.287 0.52264
chrII 194181 2.292 0.98728
chrII 194292 1.824 0.72563
chrII 194645 2.884 0.73996
chrII 194807 7.818 2.26028
chrII 194966 9.407 3.29368
chrII 195109 2.63 1.01307
chrII 195257 3.539 1.1356
chrII 195406 2.37 0.51115
chrII 195527 3.558 0.7812
chrII 195688 4.634 1.33437
chrII 195931 5.904 2.66051
chrII 196090 10.122 6.08161
chrII 196336 2.998 1.88665
chrII 196493 14.613 4.79427
chrII 196679 6.85 1.84527
chrII 196865 3.145 1.59999
chrII 197019 3.819 3.31859
chrII 197182 7.84 5.20321
chrII 197349 10.114 18.22989
chrII 197484 0.305 0.61004
chrII 197685 0.263 0.52581
chrII 197854 2.051 4.1027
chrII 198013 2.54 2.19462
chrII 198127 1.616 1.16812
chrII 198292 1.785 3.57031
chrII 198529 2.111 3.31404
chrII 198708 8.489 11.06657
chrII 198877 3.488 1.88634
chrII 199084 4.469 1.73052
chrII 199204 2.602 1.15476
chrII 199314 1.32 0.79982
chrII 199425 1.646 1.12296
chrII 199545 1.301 0.69585
chrII 199715 2.216 1.17665
chrII 199835 1.988 0.8875
chrII 200024 2.012 0.84162
chrII 200207 2.038 1.05871
chrII 200376 3.034 1.58788
chrII 200494 1.426 0.92146
chrII 200602 5.175 2.95134
chrII 200757 4.504 2.00464
chrII 200898 6.089 2.13703
chrII 201083 6.707 1.80996
chrII 201269 3.442 1.07372
chrII 201401 5.963 2.19292
chrII 201572 11.636 4.66709
chrII 201735 4.792 2.20689
chrII 201888 0.497 0.55435
chrII 202083 2.521 0.98927
chrII 202255 5.103 2.09888
chrII 202616 2.883 1.4124
chrII 202738 1.588 0.66229
chrII 202880 2.324 0.6799
chrII 203065 3.543 1.53516
chrII 203502 2.108 0.84566
chrII 203671 7.779 2.8464
chrII 203830 6.881 1.93204
chrII 204042 6.046 1.59332
chrII 204203 10.488 3.02604
chrII 204385 6.534 1.33416
chrII 204560 3.693 0.78485
chrII 204747 3.315 0.87192
chrII 204882 1.402 0.58639
chrII 204992 2.928 0.98717
chrII 205135 2.644 1.06047
chrII 205302 2.905 1.35482
chrII 205481 4.301 1.77395
chrII 205691 2.404 1.40422
chrII 205835 3.08 1.54007
chrII 205995 4.028 1.32739
chrII 206124 1.8 0.52864
chrII 206277 3.025 1.03904
chrII 206436 3.506 1.3329
chrII 206587 4.956 2.26134
chrII 206737 7.051 3.88478
chrII 206929 3.183 5.88262
chrII 207099 0.249 0.49895
chrII 207218 3.915 5.01341
chrII 207360 5.4 4.69293
chrII 207550 2.421 2.25101
chrII 207713 3.718 1.67553
chrII 207877 6.139 3.50117
chrII 208061 4.872 2.74611
chrII 208197 3.533 1.99909
chrII 208359 8.198 1.94932
chrII 208553 8.316 2.26942
chrII 208703 13.017 4.2326
chrII 208873 14.097 5.06944
chrII 209033 4.965 1.90751
chrII 209231 3.481 3.87957
chrII 209404 1.933 3.32085
chrII 209611 9.048 5.39215
chrII 209787 8.897 2.97913
chrII 209956 4.691 1.23184
chrII 210132 9.027 3.65086
chrII 210322 5.309 2.0892
chrII 210480 9.648 4.05939
chrII 210626 8.815 2.77383
chrII 210799 10.773 3.38248
chrII 210961 4.371 1.41203
chrII 211170 3.369 1.24214
chrII 211332 1.961 0.61321
